file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\thiago.mmelo\Documents\Pessoal\Repo\AtividadeEngEconomica5\javaSimpleProject\src\App.java,App,main/1[java.lang.String[]],false,2,0,0,0,0,1,1,6,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,9,0,false
